title_clean,job_count,companies,salary_min,salary_max,skills,company_count,skill_count
Lead Investment Data Management,1,['INVARTIS CONSULTING PTE. LTD.'],18000,21000,"['Futures', 'Return on Investment', 'IRS', 'leading technical teams', 'Data Governance', 'Data Lineage', 'Regulatory Documentation', 'TRS', 'EDM', 'CDS', 'Data Architecture', 'Data Quality Management', 'Financial Data', 'Insurance', 'Stochastic Processes', 'Mapping']",1,16
"Lead, BIomedical Data Strategy",1,['CORNERSTONE GLOBAL PARTNERS PTE. LTD.'],10000,13000,"['large datasets', 'Data Orchestration', 'Medicine', 'scientific discipline', 'Medical Informatics', 'Health Informatics', 'Data Governance', 'Standardization', 'Research Methodology', 'Data Analysis and Interpretation', 'Bioinformatics', 'Developing Leads', 'lead programmes', 'Stakeholder Management', 'Health Authorities', 'Advanced Training']",1,16
Legal Counsel,1,['FUNFLY PTE. LTD.'],14000,17000,"['Incident Support', 'Vendor Development', 'Written English', 'Regulatory Compliance', 'Risk and Compliance Management', 'Data Protection Legislation', 'Will drafting', 'Study of law', 'Data Governance', 'Regulations', 'Data Transfer', 'Cybersecurity', 'Analytics Tools', 'legal industry', 'Product Review', 'Processing Operations']",1,16
M20,1,['FPT ASIA PACIFIC PTE. LTD.'],6000,8000,"['Data Ingestion', 'Microsoft Azure', 'RESTful API', 'Technical Skills', 'T-SQL', 'Security Procedures', 'Data Pipeline', 'Azure DevOps', 'Filtering Algorithms', 'Cloud Native Architecture', 'Computer Proficiency', 'Integration Architecture', 'Backend Integrations', 'Real-Time Workflow Design', 'SQL', 'Python', 'Back End Infrastructure', 'Upstream Processing', 'data understanding']",1,19
M21,1,['FPT ASIA PACIFIC PTE. LTD.'],6000,8500,"['Tableau', 'Dashboards', 'Business Intelligence and Data Analytics', 'Talend', 'SAS System', 'Development Tools', 'PowerShell', 'UX Design', 'Microsoft SQL Server', 'connectivity issues', 'Data Engineering', 'Data Management Services', 'Python', 'Fault Reporting', 'Cloud Services', 'Requirements & Design documents', 'Vulnerability Assessment', 'Documenting Changes']",1,18
Machine Learning Engineer,2,"['SKILLS AND WORKFORCE DEVELOPMENT AGENCY (FORMER SSG)', 'Skills and Workforce Development Agency']",3000,6000,"['TensorFlow', 'Machine Learning', 'large datasets', 'Data Pipeline', 'Data Governance', 'PyTorch', 'Analytical and Problem-Solving Skills', 'Model Driven Development', 'Scala', 'Pipelines', 'Workflow Analysis', 'Containerization', 'Data Science', 'Data Warehousing', 'Analytical Approach', 'scikit-learn', 'Technical Skills', 'Azure DevOps', 'Data Warehouse Systems', 'Model Training', 'Conceptualization', 'Data Infrastructure', 'Container Operations']",2,23
Manager,1,"['CONSORTIUM FOR CLINICAL RESEARCH AND INNOVATION, SINGAPORE PTE. LTD.']",5000,8500,"['Secure Environment', 'Competitive Advantage', 'Master Control', 'Automated Tools', 'Strong Attention To Detail', 'Export Administration', 'Pipeline Management', 'Critical Thinking', 'Genomic library', 'Computer Science', 'Stakeholder Engagement', 'Data Management Services', 'Analytical and Problem-Solving Skills', 'Bioinformatics', 'Statistics', 'Data Science', 'Data Analysis Tools']",1,17
"Manager , Group Data Centre Operations",1,['STT GDC PTE. LTD.'],8000,11500,"['Analytical Approach', 'Certifications', 'Data Center', 'Data Centre environments', 'Problem Solving', 'Information Technology', 'Data Centre Facilities Management', 'Cross-cultural Communication Skills', 'Bilingual-English/Spanish', 'procedures supervision', 'ISM', 'Mechanical Engineering', 'BMS']",1,13
"Manager, Investment & Asset Management",1,['HRNET VENTURES PTE. LTD.'],8000,9500,"['define Roles', 'Analytical Skills', 'Investment Analysis', 'Portfolio Strategy', 'CPA', 'Asset Optimization', 'Data Centre Facilities Management', 'Accounting', 'IT Financial Management', 'ramp-up plan', 'Strategic Data Analysis', 'Margin Management']",1,12
"Manager, Research And Data Management",1,['MINDFULL COMMUNITY LIMITED'],4500,5000,"['Planning', 'Microsoft Excel', 'Methodology', 'Interpersonal Skills', 'Data Management', 'Research Project Management', 'Research Tools', 'Stakeholder Engagement', 'Mental Health', 'Evaluation', 'Project Delivery', 'Research Ethics']",1,12
"Manager/ Assistant Manager, Data Management & Modeling",1,['ABEAM CONSULTING (SINGAPORE) PTE. LTD.'],10500,14000,"['Data Warehousing Design', 'Data Reports', 'Requirements Gathering', 'Data Mapping', 'large datasets', 'Business Process Analysis', 'Define Data Requirements', 'Data Governance', 'Data Management Services', 'data consistency', 'Impact Indicators, Measurement and Reporting', 'Business Requirements Mapping', 'Regional Experience', 'Data Infrastructure', 'Collaboration With Stakeholders', 'Data Warehousing']",1,16
"Manager/ Senior Consultant, Data Culture & Enablement",1,['ABEAM CONSULTING (SINGAPORE) PTE. LTD.'],8000,10500,"['Organizing Trainings', 'Business Data Analysis', 'Regional Management', 'Clarity', 'Senior Executive Leadership', 'Presentation to Senior Management', 'Advanced Microsoft Excel', 'Transformation Programme', 'Employee Engagement Management', 'Priority Management', 'Employee Engagement Activities', 'Data-Driven Decision Making', 'Development & Delivery of Training', 'Collaborate With Internal Team', 'Data Literacy', 'Communication Materials']",1,16
Market Data Operations,1,['COVALENT CAPITAL PTE. LTD.'],3000,3800,"['Data Management', 'Maintaining internal databases', 'shifts schedules', 'Data Governance', 'Data Entry', 'Market Coverage', 'Bonds', 'Database Management', 'Fixed Income', 'Market Data']",1,10
Marketing Data Specialist,1,['EVOLUTION RECRUITMENT SOLUTIONS PTE. LTD.'],4000,5000,"['Dashboards', 'Analysis of marketing data', 'Attribution Analysis', 'Email Marketing', 'Marketing Campaign Management', 'Marketing Performance', 'Commercial Awareness', 'marketing report', 'Marketing Data', 'Identifying Trends', 'Customer Acquisition Strategy', 'Campaign Performance', 'Campaign Targeting', 'Marketing Performance Metrics', 'Conversion Rate']",1,15
Partnership Development Analyst,1,['BYTEDANCE PTE. LTD.'],6000,20000,"['Supplier Evaluation', 'Liaise With Supplier', 'Generative AI Model Development and Fine Tuning', 'Lifecycle Management', 'Integrated Project Delivery', 'Forwarding', 'Negotiating Commercial Terms', 'Agent-based Modeling', 'Data Quality Assurance', 'Liaise With Technical Teams', 'Team Foundation Server', 'Team Organisation', 'Performance Improvement', 'Cost Control', 'Performance Evaluations', 'Contract Negotiation']",1,16
Postdoctoral Associate,1,['SINGAPORE-MIT ALLIANCE FOR RESEARCH AND TECHNOLOGY CENTRE'],7000,12500,"['Model Based Software Development', 'Graduate Recruitment', 'Ai', 'scikit-learn', 'Data Acquisition', 'Clinical Data Management', 'Data Integration', 'User Feedback', 'Workflow Management', 'Data Acquisition System', 'Hardware Interfacing', 'Reproducibility', 'Biomedical Devices', 'Biomedical Sciences', 'Decision Support Systems', 'GUI Testing Tools']",1,16
Power BI Engineer,1,['INFOSTAQ SOLUTIONS PTE. LTD.'],5500,6000,"['SQL Database', 'Design', 'Enterprise Integration Solution', 'Power Engineering', 'Development', 'Control & Automation Engineering', 'Deliver Ongoing Business Intelligence', 'Workflow Development', 'Data Integrity', 'SQL Server', 'Windows Forms', 'Performance Tuning', 'Database Design', 'risk management support', 'Power BI', 'job management']",1,16
Presales Solution Architect,1,['BEYONDSOFT INTERNATIONAL (SINGAPORE) PTE. LTD.'],7000,8500,"['Data Warehousing Design', 'Pre-Sales', 'Demand Analysis', 'Solution Delivery', 'Asia Business Development', 'Data Warehouse Architectures', 'End-To-End Functionality', 'Azure Cloud Services', 'Integrated Project Delivery', 'Databricks', 'Big Data Architecture', 'Solution Design', 'Solution Architecture', 'Engineering Project Management', 'Project Delivery Processes']",1,15
"Principal Data Solutions Architect, Ags-Asean Specialist Team",1,['AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED'],19000,25000,"['Analytics Support', 'Cloud Technologies', 'Data Insight', 'Technology Strategy', 'AWS', 'Data Intelligence', 'Data Migration Services', 'Data Warehouse Systems', 'Adaptive Streaming', 'Business Intelligence architecture', 'Data Governance', 'Data Engineering', 'Data Lake', 'Global Regulatory Compliance', 'Data Architecture', 'CDO']",1,16
"Product Engineer , Heterogeneous Integration Group , High Bandwidth Memory Product Engineering",1,['MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.'],5000,6900,"['Work Ethic', 'Machine Learning', 'Liaising with cross functional teams', 'JMP', 'Collaboration', 'Process Improvement', 'Competitive Business Strategy', 'Artificial Intelligence', 'Computer Studies', 'HTML/CSS', 'Wafer Testing', 'Computer Science', 'Stakeholder Engagement', 'global product delivery', 'Statistical Analysis', 'Learning Analytics']",1,16
Product Manager,1,['ATTIX APAC PTE. LTD.'],5000,7500,"['Collaborate With Engineers', 'Analyse Product Performance', 'Derivatives', 'Product Requirements', 'Market Making', 'B2B', 'Product Management', 'Developing Client Business', 'Liaise With Technical Teams', 'Great communications skills', 'Statistical Analysis', 'Options Trading', 'Product Roadmap', 'Product Data Management', 'Product B2b']",1,15
Product Manager #83248,1,['ANRADUS PTE. LTD.'],8400,9700,"['Ai', 'Technology Consulting', 'Analyse Product Performance', 'Security', 'ESP', 'Data Marketing', 'Operations', 'User Stories', 'Product Lifecycle Management', 'Interviewing', 'Interpret Business Needs', 'Product Management', 'Industry Research', 'Google Analytics', 'Product Strategy', 'Salary Negotiation']",1,16
"Project Engineer, Data Center Projects",1,['FIRMUS METAL INTERNATIONAL PTE. LTD.'],10000,14000,"['Subcontract Management', 'Vendor Development', 'contractors workforce', 'Integrated Project Delivery', 'MEP Coordination', 'Procurement Management', 'Participate in Activities', 'tracking project deliverables', 'System Installation', 'Computer Systems', 'evaluation of technical proposals', 'Project Coordination', 'Consulting', 'Package Delivery', 'Infrastructure Support', 'Technical Scope']",1,16
Project Officer,1,['NANYANG TECHNOLOGICAL UNIVERSITY'],3300,6600,"['TensorFlow', 'Research Findings Communication', 'Research Industry', 'Field Surveys', 'Geophysical Data', 'Implementation of Compliance Requirements', 'Investigation', 'Computer Science', 'Artificial Intelligence Application', 'Functionality Enhancements', 'Scientific Research', 'Collaborate With Internal Team', 'Deployment', 'Data Analysis Tools', 'Able To Work Independently', 'Seismic Imaging']",1,16
Qlik Talend & Data Quality Engineer,1,['THINKT PTE. LTD.'],4000,5500,"['QlikSense', 'Liaising with cross functional teams', 'Business Intelligence and Data Analytics', 'Talend', 'ETL Tools', 'Data Pipeline', 'ETL', 'Data Quality Assurance', 'QlikView', 'Python', 'Data Architecture']",1,11
Regional AI & Data Project Manager,2,['ABEAM CONSULTING (SINGAPORE) PTE. LTD.'],10000,14000,"['Business Data Analysis', 'Operational Requirements', 'Business Efficiency', 'Digital Transformation Program', 'Lifecycle Management', 'AI Governance', 'Ethical and Responsible Generative AI Adoption', 'Technology Strategy', 'business management experience', 'Branch Management', 'Data Governance', 'Computer Science', 'Data Lineage', 'Consulting', 'Gathered business requirements', 'Enterprise Database System Administration']",1,16
Research Fellow / Research Engineer,1,['SINGAPORE INSTITUTE OF TECHNOLOGY'],5000,7000,"['Resourceful', 'Nursing Care for the Deceased', 'Innovation', 'Collaboration', 'Analytical Skills', 'Corporate Meetings', 'Ecosystem Services', 'medical field', 'Long Term Care', 'Health Care Systems', 'Applied Research and Development Management', 'Written Communication', 'simulated environments', 'Collaboration With Stakeholders', 'Elderly Care', 'Validation Studies']",1,16
"Senior / Engineer, Data Center Facilities Management",1,['HYPERSCAL SOLUTIONS PTE. LTD.'],3500,5500,"['Teamwork', 'Leadership', 'Critical Thinking', 'Problem Solving', 'Information Technology', 'Service Leadership', 'Leadership Development', 'Project Timeline', 'Adaptability', 'Cross-cultural Communication Skills', 'Team Management', 'Team Building', 'self-motivated Team Player', 'Project Coordination', 'Conflict Management', 'Good Written Communication Skills', 'Team Player', 'Customer Service Excellence', 'Decision Making']",1,19
"Senior Analyst, Footwear Costing Data & Operations",1,['NIKE TRADING COMPANY B.V. Singapore Branch'],7200,9500,"['Tableau', 'Ai', 'Dashboards', 'Operational Excellence', 'Innovation', 'Intelligent', 'Databricks', 'Data Governance', 'Large-scale Data Analysis', 'Finance Industry', 'Reports', 'Data Infrastructure', 'Lead implementation', 'Profitability Analysis', 'Costing Development']",1,15
"Senior Associate/ Associate Manager, Pricing Platform & Data Intelligence",1,['KLOOK TRAVEL TECHNOLOGY PTE. LTD.'],5500,7000,"['Tableau', 'Machine Learning', 'Data Analysis', 'Analytical Skills', 'Engineering Data', 'SQL', 'Competitive Intelligence', 'Data Science', 'Strategic Business', 'Market Data', 'Data Validation']",1,11
Senior Consultant,1,['SLALOM CONSULTING SINGAPORE PTE. LTD.'],9000,13500,"['Snowflake Cloud Data Warehouse', 'Microsoft Azure', 'Management Consulting', 'AWS', 'Pipeline Development', 'ETL', 'Databricks', 'Data Engineering', 'Cloud Infrastructure', 'Data Management Services', 'LLMs', 'Python', 'Data Architecture', 'GCP']",1,14
"Senior Consultant/Manager, Data Management",1,['JAC RECRUITMENT PTE. LTD.'],9000,12500,"['Communication', 'Data Mapping', 'large datasets', 'Product Stewardship', 'Project Execution and Control', 'Data Governance', 'Data Management Services', 'Analytical and Problem-Solving Skills', 'Liaise With Technical Teams', 'Data Architecture', 'Information Technology and Services industry', 'Impact Indicators, Measurement and Reporting', 'Requirement Analysis', 'data integration projects', 'Requirements Elicitation', 'Data Visualisation']",1,16
"Senior Consultant/Principal, Data & AI Solution Architect",1,['SLALOM CONSULTING SINGAPORE PTE. LTD.'],9000,18000,"['Snowflake Cloud Data Warehouse', 'Microsoft Azure', 'Data Modelling', 'Data Pipeline', 'AWS', 'Data Solutions', 'Databricks', 'MLOps', 'Data Engineering', 'Data Architecture', 'GCP', 'Stakeholder Management', 'Programming', 'End-To-End Design', 'Production Databases']",1,15
Senior Data & Impact Officer,1,['LEDGEN SINGAPORE PTE. LTD.'],7266,10000,"['Dashboards', 'Narrative', 'communicate goals', 'Bank policy', 'Organizational Learning', 'Assistant Directing', 'Priority Management', 'Data Analysis and Interpretation', 'Organizational Effectiveness', 'Annual Planning', 'Internal and External Reporting']",1,11
Senior Data And Artificial Intelligence Scientist,1,['ACTIVATE INTERACTIVE PTE LTD'],8000,16000,"['Written and Verbal Communication Abilities', 'Communication', 'Ai', 'Computer Engineering', 'Manufacturing Automation', 'Programming Languages', 'Natural Language Processing', 'CVS', 'Mathematics', 'Deep Foundations', 'Computer Science', 'Cross Functional Team Building', 'Recommender Systems', 'Cloud Services', 'Presentation Skills', 'Statistics']",1,16
Senior Data Business Analyst,1,['PERSOL SINGAPORE PTE. LTD.'],8000,11500,"['Data Mapping', 'User Stories', 'Business Process Analysis', 'Data Warehouse Systems', 'Root Cause Analysis', 'Data Processing', 'requirements from stakeholders', 'System Validation', 'Billing and Data Risk Management', 'translation of documentation', 'system requirements specification', 'Equity Capital Markets', 'Customer Requirements Analysis', 'Business Requirements Mapping', 'System Integration Testing', 'Market Data']",1,16
Senior Data Center Engineer,1,['A-IT SOFTWARE SERVICES PTE LTD'],5000,7000,"['Security Compliance', 'Troubleshooting', 'Change Management', 'Data Center', 'Structured Cabling', 'Itil Service Management', 'Project Status Reports', 'Data Centre Facilities Management', 'Setup of Infrastructure', 'Fire Suppression Systems', 'Analytical and Problem-Solving Skills', 'Great communications skills', 'IT Technical Services', 'Data Center Management', 'Incident Handling', 'Electrical Engineering', 'Maintenance Scheduling', 'knowledge of data center']",1,18
Senior Data Platform Engineer,1,['NTT SINGAPORE PTE. LTD.'],8000,10000,"['Azure Security', 'Enterprise Storage System', 'Enterprise IT Infrastructure', 'Architectural Patterns', 'SKU Management', 'Compliance Solutions', 'ERP', 'Governance', 'Escalation Management', 'Azure Data Factory', 'Azure Data Lake', 'Azure Cloud Services', 'Data Governance', 'Monitoring', 'Data Engineering', 'Data Lake', 'Data Infrastructure']",1,17
"Senior Data Sales Specialist, Asean",1,['AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED'],13000,22000,"['Negotiation', 'Stakeholder Engagement', 'Solutions Sales', 'Statistics', 'Services Solutions', 'Commercial Design', 'Experience Design', 'senior sales position', 'Software Development', 'Product Launch', 'Quotas']",1,11
"Senior Executive / Senior Assistant Manager / Assistant Manager, Data Analytics & Data Science, Healthcare #Hdc",1,['RECRUIT EXPRESS PTE LTD'],3000,6500,"['Quality Standards', 'Machine Learning', 'Dashboards', 'Project Tracking', 'Microsoft Excel', 'Data Pipeline', 'Data Management', 'Analyst Briefings', 'Cross-functional Coordination', 'Translate Into Technical Requirements', 'Information Technology', 'Project Planning', 'Project Implementation', 'Handle Confidential Information', 'leading stakeholders', 'Data Science', 'Collaboration With Stakeholders', 'Stakeholder Management', 'Work in A Fast Paced Environment', 'Performance Qualification']",1,20
Senior Executive Data Analysis,1,['ADATACOMPANY PTE. LTD.'],3500,3800,"['Trade Analysis', 'Problem Analysis', 'validation documentation', 'Document Workflow', 'Business Decision Making', 'Confidentiality', 'AI Evaluation', 'Procurement', 'Data Integrity', 'data consistency', 'Confidence Building', 'Supply Chain Data', 'Business Reporting', 'Physical Inventory', 'Manufacturing Workflow Management', 'Code Analysis']",1,16
Senior Executive/Assistant Manager,1,['NATIONAL UNIVERSITY OF SINGAPORE'],4000,5500,"['Communication', 'System Implementation', 'Master Data', 'Troubleshooting', 'Data Analysis', 'Process Improvement', 'Documentation', 'Data Governance', 'Accounting', 'Training']",1,10
"Senior Full-Stack & Data Solutions Engineer, Innovation Team",1,['HYPERSCAL SOLUTIONS PTE. LTD.'],11000,14000,"['Apache Spark', 'Data Modelling', 'Data Analysis', 'Data Integration', 'Data Governance', 'Data Engineering', 'SQL', 'Database Administration', 'Statistics', 'Data Warehousing']",1,10
"Senior Manager, Data Insights & Strategy",1,['PERSOL SINGAPORE PTE. LTD.'],8000,10000,"['Complex Data Sources', 'Foundations', 'SQL Server 2008 R', 'Technical Skills', 'Forecasts of Market', 'Professional Experience', 'Project Management', 'Modelling', 'Team Player', 'Strategic Decision-Making', 'Forecasting Tool', 'Drive Awareness', 'Insight Generation', 'Able To Work Independently', 'Business Recommendations']",1,15
"Senior Manager/ Manager, Group Data Centre Engineering Support",1,['STT GDC PTE. LTD.'],8000,14500,"['DCS', 'Construction', 'ATP', 'Mechanical Engineering Management', 'ATS', 'Energy Consultancy', 'Computerized Maintenance Management System', 'CDM', 'LEED AP', 'Stakeholder Management', 'CMMS', 'Power BI', 'Electrical Engineering', 'Data Center Architecture', 'AOP', 'Facilities Management']",1,16
Senior Network & Data Centre Architect / Technical Lead,1,['MTS GLOBAL PTE. LTD.'],12000,15000,"['Project Team Management', 'MPLS VPN', 'Mobile Internet', 'Data Centre environments', 'High Availability', 'Migration Strategy', 'Development of Test Plans', 'Infrastructure Migrations', 'Cloud Networking', 'Computer Science', 'Multi-Vendor Environment', 'Carrier Ethernet', 'Network Automation', 'Technical Leadership', 'Grafana', 'Architectural Details']",1,16
Senior Reference Data Associate,1,['ICE DATA SERVICES SINGAPORE PTE. LTD.'],4166,7500,"['Operational Efficiency', 'Subject Matter Expert', 'Corporate Reporting', 'Media Outlets', 'Timely Delivery', 'Outsourcing', 'Ensuring Data Accuracy', 'Problem Analysis', 'Data Management', 'Public Sector', 'Workflow Analysis', 'Data Governance', 'Product Information', 'Interpreting', 'data quality reporting']",1,15
Senior/Staff Product Engineer,1,['MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.'],6000,9900,"['training procedures', 'AI Agents', 'Programming tools', 'Data Pipeline', 'Pipeline Development', 'Technical Data Analysis', 'Data Processing', 'Workflow Management', 'Electrical Engineering Systems', 'Engineering', 'Engineering Problem Solving', 'Electrical Engineering (including power engineerin', 'Agent Management System', 'Cloud Automation', 'Regression', 'Programming']",1,16
"Software Engineer, Data Platform",2,['GOOGLE ASIA PACIFIC PTE. LTD.'],7000,14000,"['Database DevOps', 'Scalability', 'Reliability Analysis', 'Collaborating With Product Managers', 'Direct experience', 'Payment Solutions', 'Full Stack Development', 'Computer Science', 'technical studies', 'Google Cloud', 'Computer Systems', 'Data Infrastructure', 'Efficiency Improvement', 'Debt Management', 'Software Development', 'Testing']",1,16
Solution Architect,1,['APAR TECHNOLOGIES PTE. LTD.'],11000,14000,"['Machine Learning', 'Ai', 'Git', 'Business Intelligence and Data Analytics', 'Team Mentoring', 'AWS', 'Architect', 'Data Warehouse Systems', 'Cloud Native Architecture', 'Artificial Intelligence', 'GCP Regulations', 'Databricks', 'Data Governance', 'Computer Science', 'Solution Architecture', 'Generative AI', 'Collaboration With Stakeholders', 'End-To-End Design', 'Business Solution Architecture', 'ADF']",1,20
Southeast Asia Data Center Power Strategy Expert,2,['BYTEDANCE PTE. LTD.'],6000,15000,"['Research Strategy', 'Renewable Energy Business', 'Data Center', 'Energy Economics', 'Electricity Markets', 'strategic plan development', 'Energy Consultancy', 'Cost Reduction', 'Data Centre Facilities Management', 'Identify New Trends', 'Data Center Architecture', 'Policy Research', 'Asian Markets', 'Green Infrastructure', 'Represent team', 'Data Center Management', 'Environmental Impact Assessment', 'Geopolitics', 'Optimization', 'Strategy setting', 'Grid Computing']",1,21
Store Assistant,1,['LINK2 MANPOWER PTE. LTD.'],2000,3000,"['Data Quality Checks', 'Resolve Requests', 'Warehouse Management System Administration', 'Timeline Management', 'accurate filing', 'Backup Solutions', 'Data Entry', 'Sorting', 'Email Management', 'Document Processing', 'Attention to Detail', 'Stamping', 'Implementing Erp Solutions', 'Physical Inventory', 'supplier database', 'Distribution']",1,16
Strategic Operations Research & Analytics Project Manager | Drive Data & AI Transformation #Hdc,1,['RECRUIT EXPRESS PTE LTD'],4000,6000,"['Machine Learning', 'Dashboards', 'Project Tracking', 'Data Pipeline', 'Project Scope', 'Cross-functional Coordination', 'Project Planning', 'Data Exchange', 'requirements from stakeholders', 'Python', 'Handle Confidential Information', 'Work Under Pressure', 'Engaging Stakeholders', 'Business Intelligence Project', 'Statistics', 'requirements development', 'Data Science', 'Collaboration With Stakeholders', 'Stakeholder Management', 'Liaising With Vendors']",1,20
System Specialist,1,['COALESCE MANAGEMENT CONSULTING PTE. LIMITED'],5000,8000,"['Calculations', 'Lab Testing', 'Master Data', 'Formulation of SOPs', 'compliance with limits', 'Laboratory Management', 'Chemistry', 'Biotechnology', 'Laboratory Data Reporting and Analysis Management', 'Pharmaceutical Sciences', 'Data Integrity', 'Design Standards and Specification', 'Change Control Procedure', 'Retirement Planning', 'System Change Requests', 'Laboratory Information Management System (LIMS)']",1,16
Technical Architect – Data & AI,1,['TENTACLE INFOTECH (S) PTE. LTD.'],10500,10800,"['Ai', 'Generative AI Application Development and Deployment', 'Kubernetes', 'Data Pipeline', 'AWS', 'ICT standards', 'Information Technology', 'Deployment Plan', 'Databricks', 'Computer Science', 'Enterprise Systems', 'Solution Architecture', 'Data Architecture', 'Data Science', 'Data Infrastructure', 'Cloud Native Development']",1,16
Technical Architect-Data & AI Technologies,1,['SOFTENGER (SINGAPORE) PTE. LTD.'],10000,15000,"['Azure AI', 'Microsoft Azure', 'Security Compliance', 'Cloud Administration', 'AWS', 'Azure OpenAI', 'Data Warehouse Systems', 'Azure Data Factory', 'Translate Into Technical Requirements', 'Azure Synapse Analytics', 'Create Design Documentation', 'Databricks', 'Cloud Compliance', 'Enterprise Architecture', 'Data Architecture', 'S3']",1,16
"Technical Program Manager Ii, Data Center Incidents And Availability",1,['GOOGLE ASIA PACIFIC PTE. LTD.'],9000,18000,"['Incident Support', 'Regional Management', 'Emergency Response and Crisis Management', 'Direct experience', 'Travel Requirements', 'Data Centre environments', 'Root Cause Analysis', 'Incident Management Process', 'Public Speaking', 'Mechanical', 'Mission Critical Systems', 'RCA', 'Electrical Engineering', 'Network Security', 'Data Center Architecture', 'Mechanical Engineering']",1,16
Test Environment Engineer Unix & Data Virtualization Data Platform,1,['OVERSEA-CHINESE BANKING CORPORATION LIMITED'],8000,12000,"['Distributed Platforms', 'Cloning', 'decommission of systems', 'Link Building', 'Test Data setup', 'Maintain Project Schedules', 'Test Procedures', 'Computer Science', 'Data Access', 'Database Mirroring', 'Test Cycles', 'Database Testing', 'Test Environments', 'Computer Technology', 'Regulated Financial Services', 'EnterpriseDB']",1,16
"VP, Data Security Engineering",1,['EAMES CONSULTING GROUP (SINGAPORE) PTE. LTD.'],14000,16000,"['Liaising with cross functional teams', 'Design', 'DLP', 'Classification', 'Data Protection Legislation', 'C Language', 'Working alongside Product Teams', 'handling sensitive information', 'Google Cloud', 'Microsoft Software', 'Cloud Automation', 'Java', 'Encryption', 'Enterprise Security Solutions', 'Data Loss Prevention', 'Knowledge Discovery']",1,16
"VP, Enterprise Data Hub",1,['SOURCEO PTE. LTD.'],13000,15000,"['Communication', 'Data Modelling', 'Regulatory Compliance', 'Data Quality Standards', 'Product Catalogues', 'Data Integration', 'Cross Functional Relationships', 'Databricks', 'Execute Test Plans', 'Data Lineage', 'Windows Azure platform', 'Country Analysis', 'user friendly tools', 'Data Infrastructure', 'Metadata Management', 'Hub Management']",1,16
"VP, Model Owner, Technology Data Chapter, Group Technology",1,['DBS BANK LTD.'],10400,18700,"['Resourceful Problem-solving', 'Monitoring Databases', 'Data Quality Checks', 'Use-Case Specifications', 'governance framework', 'Quality Testing', 'Infrastructure Strategy', 'Data Governance', 'requirements from stakeholders', 'Data Quality Assurance', 'AI Models', 'Quality Control Testing', 'Business Requirement Analysis', 'Database Administration', 'Collaboration With Stakeholders', 'Deployment']",1,16
WPH,1,['WPH DIGITAL PTE. LTD.'],5000,7500,"['Influencing Key Stakeholders', 'Algorithm Analysis', 'Teamwork', 'Implementation of Best Practices', 'Methods&techniques', 'Support Activities', 'Process Flows', 'HDFS', 'Liaise With Technical Teams', 'Efficiency', 'Data Science', 'Researching New Technologies', 'data integration projects', 'Project Management Support', 'Business Unit Purchasing', 'Management']",1,16
